method,sample_idx,psnr,ssim,speed_mae,speed_rmse,wpd_bias,wpd_mae,wpd_rmse,wpd_w1,psd_log_l2,psd_slope_delta,grad_mae,grad_w1,grad_kurtosis_delta,exceed_err_5ms,exceed_err_10ms,exceed_err_15ms,exceed_err_20ms,exceed_err_p90,exceed_err_p95,exceed_err_p99,exceed_frac_abs_delta_t5,exceed_frac_abs_delta_t10,exceed_frac_abs_delta_t15,exceed_frac_abs_delta_p90,exceed_frac_abs_delta_p95,exceed_frac_abs_delta_p99
cnn,21,32.618885861105625,0.7061471207959141,0.7005186836639773,1.0065499415456882,-30.71383035995047,182.56781925149957,332.3841684330218,36.813461441418085,0.9118759977501915,0.27340031561912603,0.3482844241604966,0.2512864125600147,-4.426345415064063,0.0023079999999999767,-0.010060000000000013,0.0022880000000000122,-0.009968000000000005,-0.010356000000000004,-0.007564000000000001,-0.005844,0.002308,0.01006,0.002288,0.010272,0.007516,0.005828
gan,21,30.797171403787395,0.5896700568033716,0.9115844868130617,1.2993572773773892,19.760746260131427,236.48344811855628,415.7300225971707,66.13014994888296,0.46340349825710886,0.10067992802815562,0.37700528179086124,0.02779727368721689,-2.1075342753174517,0.011975999999999987,0.03983199999999998,0.008303999999999978,-0.010787999999999999,-0.008660000000000001,-0.010124000000000001,-0.004228,0.011976,0.039832,0.008304,0.008576,0.010076,0.004212
bicubic,21,34.30973661491938,0.7385389275671749,0.5671979839125147,0.8606975472778663,-17.113546763707483,139.94820475236662,266.85646400959376,20.923685024100994,1.3784354699287509,0.9067036017621035,0.3585485684054508,0.3136549589385792,-2.7001188783857852,0.0020000000000000018,-0.015988000000000002,0.0011479999999999824,-0.004840000000000004,-0.0011560000000000042,-0.004792000000000005,-0.0012080000000000007,0.002,0.015988,0.001148,0.001072,0.004744,0.001192
cnn,22,32.48546940467396,0.6855538664564017,0.7756564724279182,1.1319801632421915,-32.59151536011847,209.08242425859737,367.227999346272,41.92924941362953,1.031268511409236,0.19567017435594192,0.3935953093847735,0.29602364844316464,-5.643803290433251,-0.0008479999999999599,-0.007400000000000073,0.0018759999999999888,-0.009403999999999996,-0.006711999999999996,-0.007396,-0.007004,0.000848,0.0074,0.001876,0.006604,0.007292,0.006984
gan,22,30.75229680635948,0.5811874821846255,0.9840975709650127,1.4306250728386314,31.91783000300298,265.8430638401864,453.42653451387713,80.29721024363735,0.4603799470336448,-0.006694737107876936,0.41183882464056093,0.05208217291134458,-1.243186041254333,0.01453199999999999,0.04487200000000002,0.008751999999999982,-0.013651999999999997,-0.010344000000000006,-0.012236000000000004,-0.0038080000000000006,0.014532,0.044872,0.008752,0.010236,0.012132,0.003788
bicubic,22,34.08035514963086,0.7170180101652388,0.6441728187079023,1.0001170710024097,-24.450263960470085,167.02370056183025,308.34667445254314,30.783500901418414,1.4452836784931689,0.8403177009524221,0.4086548770412472,0.36108737505181776,-6.5166648529095195,0.0037399999999999656,-0.012855999999999979,-0.00048400000000003995,-0.005699999999999997,-0.00426,-0.005140000000000006,-0.0022040000000000002,0.00374,0.012856,0.000484,0.004152,0.005036,0.002184
cnn,23,32.75249271676132,0.7100831838668358,0.8076308723072565,1.208032008277186,-34.681369370653364,235.15139080910066,426.4278665217914,45.87644868440828,1.1551211380069013,-0.013203326573047125,0.4155507882220156,0.3167770252073737,6.50989681299659,0.0050360000000000404,-0.0008639999999999759,0.0018079999999999763,-0.010023999999999991,-0.007991999999999999,-0.010780000000000005,-0.00464,0.005036,0.000864,0.001808,0.007864,0.010668,0.00464
gan,23,30.981479622461737,0.6137271692042006,1.0245483110341569,1.5169509782639308,43.59403556393854,302.1250736465686,541.2831607787508,91.76061142828425,0.511527092626796,-0.17440662400871876,0.4295270405290464,0.074898264974943,1.5050871746100292,0.012024000000000035,0.05094399999999999,0.010635999999999979,-0.012131999999999997,-0.007632,-0.013036000000000006,-0.003256,0.012024,0.050944,0.010636,0.007504,0.012924,0.003256
bicubic,23,34.10118685158801,0.7362147324888324,0.6829144526265928,1.0846243429791376,-31.273894579149104,191.96364303235464,372.7007793611943,40.11023394238467,1.5722335829225165,0.7709916828831971,0.432235665876286,0.3845475064451666,-10.020179342303054,0.006584000000000034,-0.0025359999999999827,-0.0026840000000000197,-0.006379999999999997,-0.004832000000000003,-0.005940000000000001,-0.002504,0.006584,0.002536,0.002684,0.004704,0.005828,0.002504
cnn,24,32.59554856905365,0.7068620721042193,0.8533931893155304,1.2936303295623959,-30.187331532603064,259.59091659818705,490.01483494545647,43.437280984845934,1.1969033147028474,-0.2057342419106183,0.433497260288219,0.32061695922337086,8.61339435068415,0.0045840000000000325,0.007043999999999939,2.0000000000020002e-05,-0.005996000000000001,-0.0047760000000000025,-0.010284000000000001,-0.004540000000000001,0.004584,0.007044,2e-05,0.004776,0.01028,0.004508
gan,24,30.94700665053756,0.6165109933084851,1.0729711343491577,1.6083690261212589,75.339196598674,335.36680318088617,658.1309835521265,111.87571430624263,0.5164391997793527,-0.25068996917963293,0.44844493368494426,0.08119349090870846,7.890876807103982,0.008464000000000027,0.04942000000000002,0.01669599999999999,-0.007832000000000006,-0.0062560000000000116,-0.008404000000000002,-0.0036680000000000003,0.008464,0.04942,0.016696,0.006256,0.0084,0.003636
bicubic,24,33.977886057827746,0.7328652990680996,0.7233885324945141,1.158246459647907,-37.531431481655076,212.76414352691225,424.1785345386438,50.23214660356548,1.6986194941819548,0.7591081885582232,0.45715157679043883,0.40855465030356275,-11.167473012595174,0.006700000000000039,0.0030679999999999596,-0.005340000000000011,-0.006292000000000006,-0.0048920000000000075,-0.006496000000000002,-0.002928,0.0067,0.003068,0.00534,0.004892,0.006492,0.002896
cnn,25,32.551973374121204,0.7135100890945099,0.9165769541423454,1.405667931648795,-24.30305901028158,287.0129292808963,583.6236498713507,43.87760176967399,1.2277876671527708,-0.31196949506607163,0.46351786527523126,0.33065803066554045,9.267467329554801,0.0043040000000000855,0.00770000000000004,0.0021200000000000108,-0.005332000000000003,-0.005104000000000011,-0.010960000000000004,-0.0056760000000000005,0.004304,0.0077,0.00212,0.005104,0.010904,0.005676
gan,25,30.997709699649167,0.6326091756931957,1.1333774469516666,1.7068558660350743,80.41034082903481,367.3394959932673,711.4458631435191,130.75897123071562,0.5703430494449602,-0.2986777825763185,0.4804834029442555,0.08748808080865911,-0.2759781538693673,0.008688000000000029,0.05630400000000002,0.022536,-0.007636000000000004,-0.00538000000000001,-0.013188000000000005,-0.0048000000000000004,0.008688,0.056304,0.022536,0.00538,0.013132,0.0048
bicubic,25,33.87394779266054,0.7351795804059621,0.7786270901665931,1.2532027823233558,-46.29194874641998,239.00851811718613,497.14140356694224,62.09624026336459,1.855896741330897,0.7629334846784648,0.4929888961172816,0.4423081417999407,-9.139902406536248,0.007500000000000062,0.005804000000000031,-0.006635999999999975,-0.004656000000000007,-0.004124000000000003,-0.006560000000000003,-0.00462,0.0075,0.005804,0.006636,0.004124,0.006504,0.00462
cnn,26,32.65715000253617,0.7037740435233544,0.9745858219473267,1.497228682319725,-31.644145226732423,312.9914761133995,601.7526820565952,43.43414345060993,1.2135771876514987,-0.4447849626954534,0.4935715500222092,0.33892274107495235,1.0010997709189162,0.0039000000000000146,0.0042600000000000415,0.00026399999999998647,-0.0027520000000000044,-0.0010320000000000051,-0.012812000000000004,-0.00742,0.0039,0.00426,0.000264,0.001024,0.012804,0.007396
gan,26,31.118266476668982,0.624983227231052,1.2005031205034358,1.8197142595591929,107.54866725390357,400.20419215890286,804.8666723663148,133.70864502292713,0.550920778000139,-0.35231472299784095,0.5138514016048136,0.0739155580570056,0.33517652308250234,0.007792000000000021,0.05605199999999999,0.02662399999999998,-0.0021200000000000108,0.000783999999999993,-0.006220000000000003,-0.00266,0.007792,0.056052,0.026624,0.000792,0.006212,0.002636
bicubic,26,33.82715153125776,0.7201116907020271,0.839161931914953,1.3549209565787894,-56.98002738630742,265.44608364280117,569.711849192056,72.78845582291258,1.8732725168344684,0.7756081487626805,0.5294624508322472,0.47436071127707885,-12.916707390505366,0.011036000000000046,0.0042320000000000135,-0.010912000000000033,-0.006776000000000004,-0.006456000000000003,-0.006791999999999999,-0.00506,0.011036,0.004232,0.010912,0.006448,0.006784,0.005036
cnn,27,32.43554725561232,0.6982052479910138,1.0110870782080097,1.570017327876797,-23.35384181405619,330.27975544768003,658.9316033254389,41.878993200133415,1.1256809650112758,-0.3602698457705227,0.502052729104065,0.3291673487585584,4.404677175869939,0.006080000000000085,0.006363999999999925,-0.003304000000000029,-0.0025239999999999985,0.0019639999999999935,-0.005804000000000004,-0.004432,0.00608,0.006364,0.003304,0.002008,0.00578,0.004432
gan,27,31.00477401342524,0.6189354715015529,1.2365749791980445,1.8946902378741461,130.5553508696031,420.8450992246032,945.0298751531055,137.19405015712195,0.5324458543044153,-0.3674799263886417,0.52770402576532,0.07057901993491258,6.714638095223929,0.008112000000000008,0.054875999999999925,0.02678799999999998,0.002460000000000004,0.003928000000000001,0.0009959999999999969,-0.0013000000000000008,0.008112,0.054876,0.026788,0.003972,0.00102,0.0013
bicubic,27,33.70533104825657,0.723383384870866,0.8596380130097933,1.4120152388631948,-65.7322508263829,272.25805150183663,608.8183697084852,82.82139760909175,1.8103492101052772,0.8029588558517724,0.5359856729441168,0.4763015788915176,-10.612804078362231,0.012304000000000093,0.006815999999999933,-0.0131,-0.007031999999999997,-0.006680000000000005,-0.0061320000000000055,-0.0045000000000000005,0.012304,0.006816,0.0131,0.006636,0.006108,0.0045
cnn,28,32.39861919012852,0.723247486476816,0.9851474106546668,1.5479515322860107,-24.749937933342085,306.1416880270872,599.652386278401,40.088827459673794,1.1474931461960252,-0.29818023916350445,0.4856880705704119,0.331744869550703,-5.465953821307394,0.0050600000000000644,0.0038200000000000456,-0.004815999999999987,-0.0022920000000000024,-0.0026680000000000037,-0.005748000000000003,-0.004544,0.00506,0.00382,0.004816,0.002656,0.0057,0.00454
gan,28,30.823729610061473,0.6379261404741662,1.2241232365666344,1.8963561103202329,137.49243209189132,402.52250877094656,873.0700715548219,142.2590601266753,0.5432505915109455,-0.36471482141663714,0.5196574619775653,0.07122642479045518,1.1175654246042548,0.00787199999999999,0.05258799999999997,0.027312000000000003,0.0022839999999999944,0.006272,0.003019999999999995,-0.0010679999999999995,0.007872,0.052588,0.027312,0.00628,0.003068,0.001064
bicubic,28,33.47736442594317,0.7447727453272419,0.8382640897312661,1.4182936771131798,-64.89804533843684,253.08128982315554,581.9099706188626,82.2150732038113,1.773976958260916,0.8397166524267909,0.5183174238131328,0.45705470146992805,-13.977831190034927,0.012688000000000033,0.0028559999999999697,-0.012015999999999999,-0.006716,-0.009916000000000008,-0.004712000000000001,-0.0037360000000000006,0.012688,0.002856,0.012016,0.009904,0.004664,0.003732
cnn,29,32.772394928354515,0.7328319507242093,0.97188531160962,1.5529637902797893,-16.028959283967644,288.6878106298555,586.4292199741185,29.0418437069143,1.0682367783104574,-0.38542899894704163,0.4766164514857466,0.3028223590577397,-2.3259082814350727,0.005112000000000005,0.006456000000000017,-0.006024000000000002,-0.0020840000000000025,-0.0028719999999999996,-0.0005400000000000058,-0.0014160000000000006,0.005112,0.006456,0.006024,0.002812,0.000524,0.001404
gan,29,30.970170120853137,0.6460488710796619,1.2265770912396317,1.929949884477723,158.3135531906264,397.16897935050855,915.7224851072335,158.3138104017571,0.5099638410791357,-0.3915412579542963,0.5177161419290496,0.07081863266124916,-0.4585473882511586,0.006452000000000013,0.05468799999999996,0.025839999999999974,0.004227999999999996,0.021643999999999997,0.004615999999999995,0.002175999999999999,0.006452,0.054688,0.02584,0.021704,0.004632,0.002188
bicubic,29,33.60474312411319,0.7551153502239268,0.8287907683055123,1.4202791971794009,-68.60079444003321,241.26038156366545,578.9790616679691,87.89027838832521,1.7028948084317772,0.8210431142660357,0.5077064393358962,0.4467984537167408,-13.600401223945429,0.01250399999999996,0.006295999999999968,-0.012300000000000005,-0.007412000000000002,-0.012548000000000004,-0.007880000000000005,-0.0033680000000000003,0.012504,0.006296,0.0123,0.012488,0.007864,0.003356
cnn,30,33.05434940011379,0.7420740218616186,0.9443582012969668,1.5342879419148905,-13.93917672900781,268.71555666532447,583.2137300101347,29.115051925665743,1.1144959766814504,-0.43892779356833334,0.46673511929422323,0.3056893123209825,1.6933172853574945,0.0020080000000000098,0.008379999999999943,-0.0005760000000000209,-0.003136,-0.008300000000000002,-0.005720000000000003,-0.0011359999999999999,0.002008,0.00838,0.000576,0.008272,0.005676,0.001116
gan,30,31.23461747532355,0.6596222231145598,1.1904316900537542,1.9154929946359054,155.4203741163713,373.15619521298686,932.0503417137728,155.42041534154546,0.4942774902681666,-0.38447045658784695,0.5036384560690615,0.05427370486243506,2.7567339901585584,0.00548000000000004,0.05421599999999993,0.031,0.004524,0.019807999999999992,0.008011999999999998,0.0031800000000000005,0.00548,0.054216,0.031,0.019836,0.008056,0.0032
bicubic,30,33.80161289483709,0.7617929262283855,0.804845524800888,1.406964503908345,-65.5135512725502,225.35523206608815,560.5626757441036,84.69075168024463,1.7548642280324913,0.8227408791877235,0.4969902856077473,0.43880888456423195,-13.014291185443525,0.011144000000000043,0.008067999999999964,-0.013576000000000005,-0.006971999999999999,-0.01416400000000001,-0.00988,-0.00412,0.011144,0.008068,0.013576,0.014136,0.009836,0.0041
cnn,31,32.903297690439075,0.7431417559678757,0.9298943516737538,1.529031764827651,-9.598487892569484,251.0091558558696,532.1491079882105,27.728946233161103,1.161409817831861,-0.5061170379005668,0.4604744525880125,0.2948960421955272,-0.5197809287116932,0.0011640000000000539,0.007047999999999943,-0.006867999999999985,-0.0021480000000000006,-0.0049960000000000004,-0.010148000000000004,-0.0021360000000000007,0.001164,0.007048,0.006868,0.004904,0.010056,0.002136
gan,31,31.254266946670203,0.6682067549387426,1.1454299565144583,1.845443705530563,152.26591574128756,338.239566511002,807.3307854105714,152.26591931276013,0.5412910915438397,-0.4031264393711256,0.49124521467420523,0.06437751252530932,0.5939870976189994,0.006344000000000016,0.05177999999999994,0.044476000000000016,0.0032239999999999994,0.020947999999999994,0.015191999999999997,0.0027919999999999993,0.006344,0.05178,0.044476,0.02104,0.01528,0.002792
bicubic,31,33.62316296323155,0.7616454285684312,0.7897824319107153,1.406842134835516,-56.953292731477106,208.59847833765107,515.6751573757914,76.28332739906955,1.9382340890852017,0.8154657391716196,0.4927100343015157,0.43912785490826667,-13.901979662335876,0.011284000000000072,0.007359999999999922,-0.01911199999999999,-0.005576,-0.012884000000000007,-0.011728000000000002,-0.005432,0.011284,0.00736,0.019112,0.012792,0.011636,0.005432
cnn,32,33.02557990556471,0.7507940491903843,0.8988301464951333,1.5134736142202212,-3.6455472618962714,236.2399653036188,521.9807211410177,22.843327815273557,1.2272666318002026,-0.6299777426514002,0.44980215489013164,0.28796163339578174,3.977150487020211,0.0012600000000000389,0.0021919999999999717,-0.0025280000000000025,-0.0013239999999999997,-0.0048960000000000115,-0.005636000000000002,-0.0019520000000000006,0.00126,0.002192,0.002528,0.004868,0.00554,0.001952
gan,32,31.329788764503412,0.6657737721016427,1.1300536110013777,1.8292407203970007,149.29407300864094,323.3714783667176,811.9889664116761,149.29407797259734,0.5698924898758161,-0.43503047990152854,0.48704535380406533,0.07613605298618985,4.439096717959593,0.006755999999999984,0.05660799999999999,0.03236800000000001,0.0030239999999999998,0.023679999999999993,0.017804,0.004071999999999999,0.006756,0.056608,0.032368,0.023708,0.0179,0.004072
bicubic,32,33.851251533386694,0.7647550622899353,0.7667231208700309,1.3959586636489987,-51.11175241182849,195.64888711318898,490.1478927468016,70.42435077590312,2.077041515486802,0.8052282393615324,0.4857877598663755,0.43573413162283087,-11.58427910638077,0.012159999999999949,0.005955999999999961,-0.014967999999999981,-0.003967999999999999,-0.015904,-0.013580000000000002,-0.005348,0.01216,0.005956,0.014968,0.015876,0.013484,0.005348
cnn,33,33.13841166027277,0.7652899410384746,0.84904119482277,1.4649647694955559,-9.704101832311052,216.04023698683207,468.41051262159715,24.34333048996248,1.2995049066606608,-0.5942340215871313,0.4413939123562078,0.2950579106417079,-0.4279832511801658,0.0035879999999999246,0.005488000000000048,-0.006652000000000019,-0.0006800000000000005,-0.005656000000000008,-0.011028000000000003,-0.0016480000000000002,0.003588,0.005488,0.006652,0.00548,0.010884,0.001648
