sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_plus_E2_tf_lowlambda_expanded672,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_plus_E2_tf_lowlambda_expanded672,pd_winner_before,pd_winner_after_candidateB_plus_E2_tf_lowlambda_expanded672,mt_winner_before,mt_winner_after_candidateB_plus_E2_tf_lowlambda_expanded672,was_mt_gan_win_before
136,136,27.83279512215704,19.71188765946126,25.067188124800705,6.232182025909424,6.450465202331543,4.952309608459473,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
137,137,26.69652879915387,18.35521341147029,23.884815282812358,5.208233833312988,9.66958236694336,4.37408447265625,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
138,138,26.265900126493325,18.5898403985513,23.464084845442652,5.562473773956299,8.217479705810547,4.579846382141113,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
139,139,25.72843674372112,17.55339321269266,22.7749062190618,5.6482439041137695,9.790724754333496,6.946807861328125,gan,gan,cnn,cnn,0
140,140,26.928885115678263,17.632487734588345,24.328253513555225,5.719569206237793,11.421890258789062,7.097106456756592,gan,gan,cnn,cnn,0
141,141,30.122683212798776,22.35126448334632,27.980063589664034,6.186624050140381,8.889102935791016,5.96755838394165,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
142,142,31.864668972443802,25.40867751345393,30.309588370649937,7.186554908752441,8.55953311920166,6.667633533477783,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
143,143,31.729557469133276,25.608920781987035,29.4526524795319,5.864097595214844,9.649337768554688,6.788949489593506,gan,gan,cnn,cnn,0
144,144,31.838603860361527,24.790495069985838,28.793057650548477,5.560759544372559,9.771649360656738,6.012184143066406,gan,gan,cnn,cnn,0
145,145,30.39245353837724,25.26410594488553,27.289011856737503,5.902344226837158,8.558032035827637,5.709017276763916,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
146,146,29.28670842660694,23.86618294113101,26.802187120198603,5.959416389465332,7.056334018707275,5.844891548156738,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
147,147,26.585106339400784,22.003227031713678,25.019933538828962,5.6108717918396,6.8347039222717285,5.394046783447266,gan,gan,cnn,candidateB_plus_E2_tf_lowlambda_expanded672,0
148,148,26.258461074996504,21.1331690923618,24.415622059177824,5.0148024559021,8.882506370544434,5.575378894805908,gan,gan,cnn,cnn,0
149,149,25.194205211404583,21.36081867901896,23.547994744081716,5.752551078796387,8.038224220275879,5.842722415924072,gan,gan,cnn,cnn,0
