sample_idx,metric,metric_family,direction,effect_id,effect_order,factors,raw_regression_coefficient,raw_factorial_effect,oriented_regression_coefficient,oriented_factorial_effect
155,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.050547562257669654,-0.10109512451533931,0.050547562257669654,0.10109512451533931
156,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.13221836562528821,-0.26443673125057643,0.13221836562528821,0.26443673125057643
157,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.16013281040251393,-0.32026562080502785,0.16013281040251393,0.32026562080502785
158,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.08030190556711148,-0.16060381113422295,0.08030190556711148,0.16060381113422295
159,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.10530275793882815,-0.2106055158776563,0.10530275793882815,0.2106055158776563
160,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.08425335273378032,-0.16850670546756064,0.08425335273378032,0.16850670546756064
161,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.07102037746863843,-0.14204075493727686,0.07102037746863843,0.14204075493727686
162,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.05366143088913944,-0.10732286177827888,0.05366143088913944,0.10732286177827888
163,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.012151911863995224,-0.024303823727990448,0.012151911863995224,0.024303823727990448
164,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",0.020186099635241206,0.04037219927048241,-0.020186099635241206,-0.04037219927048241
165,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.02540741960799764,-0.05081483921599528,0.02540741960799764,0.05081483921599528
166,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.1861494089371618,-0.3722988178743236,0.1861494089371618,0.3722988178743236
167,wpd_mae,wind_power_distribution,lower_is_better,crit:e2,2,"crit,e2",-0.36499072435548996,-0.7299814487109799,0.36499072435548996,0.7299814487109799
0,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-5.01828101961663,-10.03656203923326,5.01828101961663,10.03656203923326
1,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-6.163566524213318,-12.327133048426637,6.163566524213318,12.327133048426637
2,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-7.528331388801112,-15.056662777602224,7.528331388801112,15.056662777602224
3,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-7.871589371984161,-15.743178743968322,7.871589371984161,15.743178743968322
4,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-8.925467035482505,-17.85093407096501,8.925467035482505,17.85093407096501
5,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-9.543229629190211,-19.086459258380422,9.543229629190211,19.086459258380422
6,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-10.583357499801952,-21.166714999603904,10.583357499801952,21.166714999603904
7,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-8.798776121312258,-17.597552242624516,8.798776121312258,17.597552242624516
8,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-8.968607421422162,-17.937214842844323,8.968607421422162,17.937214842844323
9,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-8.445827142973585,-16.89165428594717,8.445827142973585,16.89165428594717
10,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-7.123998206525286,-14.247996413050572,7.123998206525286,14.247996413050572
11,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-8.252949504184999,-16.505899008369997,8.252949504184999,16.505899008369997
12,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-7.7348553834137315,-15.469710766827463,7.7348553834137315,15.469710766827463
13,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-7.204722320234148,-14.409444640468296,7.204722320234148,14.409444640468296
14,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-5.441994924046545,-10.88398984809309,5.441994924046545,10.88398984809309
15,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-2.4869351388338505,-4.973870277667701,2.4869351388338505,4.973870277667701
16,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-1.535319334458396,-3.070638668916792,1.535319334458396,3.070638668916792
17,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,0.787477565684866,1.574955131369732,-0.787477565684866,-1.574955131369732
18,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,2.054083695834234,4.108167391668468,-2.054083695834234,-4.108167391668468
19,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,4.635434524047669,9.270869048095339,-4.635434524047669,-9.270869048095339
20,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,3.784527133653695,7.56905426730739,-3.784527133653695,-7.56905426730739
21,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,3.2193847092728554,6.438769418545711,-3.2193847092728554,-6.438769418545711
22,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,1.6115730933569807,3.2231461867139615,-1.6115730933569807,-3.2231461867139615
23,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-2.326784030360626,-4.653568060721252,2.326784030360626,4.653568060721252
24,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-3.137457990701277,-6.274915981402554,3.137457990701277,6.274915981402554
25,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-2.299001054521293,-4.598002109042586,2.299001054521293,4.598002109042586
26,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-5.303152188057409,-10.606304376114817,5.303152188057409,10.606304376114817
27,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-11.534055135694116,-23.068110271388232,11.534055135694116,23.068110271388232
28,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-11.893356774761383,-23.786713549522766,11.893356774761383,23.786713549522766
29,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-12.752597514071486,-25.50519502814297,12.752597514071486,25.50519502814297
30,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-10.636443141020298,-21.272886282040595,10.636443141020298,21.272886282040595
31,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-7.917664428462727,-15.835328856925454,7.917664428462727,15.835328856925454
32,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-6.448132328372065,-12.89626465674413,6.448132328372065,12.89626465674413
33,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-4.481623013465692,-8.963246026931383,4.481623013465692,8.963246026931383
34,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-4.461177641596983,-8.922355283193966,4.461177641596983,8.922355283193966
35,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-4.056633800954653,-8.113267601909307,4.056633800954653,8.113267601909307
36,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-4.080171487140688,-8.160342974281376,4.080171487140688,8.160342974281376
37,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-3.8438277511603287,-7.687655502320657,3.8438277511603287,7.687655502320657
38,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-2.3441839182985653,-4.688367836597131,2.3441839182985653,4.688367836597131
39,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-1.2617085534859944,-2.523417106971989,1.2617085534859944,2.523417106971989
40,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-0.5109273851481353,-1.0218547702962706,0.5109273851481353,1.0218547702962706
41,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-0.1294350998610425,-0.258870199722085,0.1294350998610425,0.258870199722085
42,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-0.020866951049301363,-0.041733902098602726,0.020866951049301363,0.041733902098602726
43,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-0.12491950513173222,-0.24983901026346444,0.12491950513173222,0.24983901026346444
44,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-0.11358868455328208,-0.22717736910656416,0.11358868455328208,0.22717736910656416
45,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-0.425891786328608,-0.851783572657216,0.425891786328608,0.851783572657216
46,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-0.8719842854997952,-1.7439685709995905,0.8719842854997952,1.7439685709995905
47,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-1.071505488169349,-2.143010976338698,1.071505488169349,2.143010976338698
48,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-1.142707325524972,-2.285414651049944,1.142707325524972,2.285414651049944
49,wpd_w1,wind_power_distribution,lower_is_better,crit,1,crit,-1.0450398987662965,-2.090079797532593,1.0450398987662965,2.090079797532593
