sample_idx,metric,metric_family,direction,effect_id,effect_order,factors,raw_regression_coefficient,raw_factorial_effect,oriented_regression_coefficient,oriented_factorial_effect
14,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4181639602389371,-0.8363279204778742,-0.4181639602389371,-0.8363279204778742
15,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.41239809068884625,-0.8247961813776925,-0.41239809068884625,-0.8247961813776925
16,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.38612270820069305,-0.7722454164013861,-0.38612270820069305,-0.7722454164013861
17,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.3925211081390909,-0.7850422162781818,-0.3925211081390909,-0.7850422162781818
18,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.40489119521105543,-0.8097823904221109,-0.40489119521105543,-0.8097823904221109
19,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.431443334864932,-0.862886669729864,-0.431443334864932,-0.862886669729864
20,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4154129714406185,-0.830825942881237,-0.4154129714406185,-0.830825942881237
21,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4627671799721078,-0.9255343599442156,-0.4627671799721078,-0.9255343599442156
22,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.39961135997909203,-0.7992227199581841,-0.39961135997909203,-0.7992227199581841
23,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.36932918538307113,-0.7386583707661423,-0.36932918538307113,-0.7386583707661423
24,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.38550577615127857,-0.7710115523025571,-0.38550577615127857,-0.7710115523025571
25,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4081688311507339,-0.8163376623014678,-0.4081688311507339,-0.8163376623014678
26,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4026289160052219,-0.8052578320104438,-0.4026289160052219,-0.8052578320104438
27,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.44600675583903815,-0.8920135116780763,-0.44600675583903815,-0.8920135116780763
28,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4442801166867998,-0.8885602333735996,-0.4442801166867998,-0.8885602333735996
29,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.43977726572970965,-0.8795545314594193,-0.43977726572970965,-0.8795545314594193
30,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4658440744081105,-0.931688148816221,-0.4658440744081105,-0.931688148816221
31,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4200576620234475,-0.840115324046895,-0.4200576620234475,-0.840115324046895
32,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4200898296539499,-0.8401796593078998,-0.4200898296539499,-0.8401796593078998
33,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.3808765753800962,-0.7617531507601925,-0.3808765753800962,-0.7617531507601925
34,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.3647836005483267,-0.7295672010966534,-0.3647836005483267,-0.7295672010966534
35,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4040255173942988,-0.8080510347885976,-0.4040255173942988,-0.8080510347885976
36,psnruv,vector_uv,higher_is_better,e2,1,e2,-0.4012218668703085,-0.802443733740617,-0.4012218668703085,-0.802443733740617
