sample_idx,pos_idx,pd_distance_cnn,pd_distance_gan,pd_distance_candidateB_factorial_grad_levelset_expanded2688,mt_distance_cnn,mt_distance_gan,mt_distance_candidateB_factorial_grad_levelset_expanded2688,pd_winner_before,pd_winner_after_candidateB_factorial_grad_levelset_expanded2688,mt_winner_before,mt_winner_after_candidateB_factorial_grad_levelset_expanded2688,was_mt_gan_win_before
153,153,25.168802860244767,16.23765159094386,19.006228988161503,6.290019989013672,6.548172950744629,6.471155643463135,gan,gan,cnn,cnn,0
154,154,25.31020070022765,16.834477000311573,19.025310802769056,5.889771461486816,5.736759185791016,6.393832683563232,gan,gan,gan,gan,1
155,155,26.088776073112513,17.444078563809867,18.863922971011213,6.413660526275635,6.612644195556641,5.9600749015808105,gan,gan,cnn,candidateB_factorial_grad_levelset_expanded2688,0
156,156,25.16401321091786,17.879759557761357,19.281565214320526,5.162914276123047,9.264598846435547,5.1125688552856445,gan,gan,cnn,candidateB_factorial_grad_levelset_expanded2688,0
157,157,25.57399551509901,18.686237526393793,20.864974933736583,4.567626476287842,8.282842636108398,5.071328639984131,gan,gan,cnn,cnn,0
158,158,27.076784963721764,22.72289165286213,22.58652329018339,5.708489894866943,8.312358856201172,5.637887477874756,gan,candidateB_factorial_grad_levelset_expanded2688,cnn,candidateB_factorial_grad_levelset_expanded2688,0
159,159,24.310343375521082,19.84507792462866,20.11842239409042,5.012121677398682,10.700226783752441,5.347076416015625,gan,gan,cnn,cnn,0
160,160,21.188537318324133,20.14027527603938,18.709255621999908,5.1832075119018555,13.9108247756958,6.070135116577148,gan,candidateB_factorial_grad_levelset_expanded2688,cnn,cnn,0
161,161,19.540402210515502,19.232825594053608,19.616840685144,5.7158894538879395,11.7100830078125,5.661426067352295,gan,gan,cnn,candidateB_factorial_grad_levelset_expanded2688,0
162,162,18.27105324592802,19.457879947992573,18.811772108047148,4.5405659675598145,9.695740699768066,5.227109909057617,cnn,cnn,cnn,cnn,0
163,163,19.37037318892002,20.44637029980189,20.048438052808066,5.698920726776123,6.788956165313721,5.71733283996582,cnn,cnn,cnn,cnn,0
164,164,21.46365087746109,18.82963529736202,21.36896046210295,5.2430009841918945,10.968896865844727,5.859530448913574,gan,gan,cnn,cnn,0
165,165,22.937888715207535,20.548745956267595,21.91858940151294,5.059387683868408,11.26945972442627,7.32857608795166,gan,gan,cnn,cnn,0
166,166,23.890736675966988,20.79692555045691,22.786362866690077,6.106489181518555,10.583955764770508,7.176787853240967,gan,gan,cnn,cnn,0
167,167,23.479887971191566,21.661112948338108,22.52310428308809,5.800627708435059,7.244186878204346,5.609510898590088,gan,gan,cnn,candidateB_factorial_grad_levelset_expanded2688,0
